idx,time_ns,val,delta,note
724,781750000,228,2
725,782710000,230,2
726,783670000,232,2
727,784630000,234,2
728,785590000,235,1
729,786550000,237,2
730,787510000,238,1
731,788470000,240,2
732,789430000,241,1
733,790390000,243,2
734,791350000,244,1
735,792310000,245,1
736,793270000,246,1
737,794230000,248,2
738,795190000,249,1
739,796150000,250,1
740,798070000,251,1
741,799030000,252,1
742,799990000,253,1
743,801910000,254,1
744,804790000,255,1
745,811510000,254,-1
746,814390000,253,-1
747,816310000,252,-1
748,817270000,251,-1
749,818230000,250,-1
750,820150000,249,-1
751,821110000,248,-1
752,822070000,246,-2
753,823030000,245,-1
754,823990000,244,-1
755,824950000,243,-1
756,825910000,241,-2
757,826870000,240,-1
758,827830000,238,-2
759,828790000,237,-1
760,829750000,235,-2
761,830710000,234,-1
762,831670000,232,-2
763,832630000,230,-2
764,833590000,228,-2
765,834550000,226,-2
766,835510000,224,-2
767,836470000,222,-2
768,837430000,220,-2
769,838390000,218,-2
770,839350000,215,-3
771,840310000,213,-2
772,841270000,211,-2
773,842230000,208,-3
774,843190000,206,-2
775,844150000,203,-3
776,845110000,201,-2
777,846070000,198,-3
778,847030000,196,-2
779,847990000,193,-3
780,848950000,190,-3
781,849910000,188,-2
782,850870000,185,-3
783,851830000,182,-3
784,852790000,179,-3
785,853750000,176,-3
786,854710000,173,-3
787,855670000,170,-3
788,856630000,167,-3
789,857590000,165,-2
790,858550000,162,-3
791,859510000,158,-4
792,860470000,155,-3
793,861430000,152,-3
794,862390000,149,-3
795,863350000,146,-3
796,864310000,143,-3
797,865270000,140,-3
798,866230000,137,-3
799,867190000,134,-3
800,868150000,131,-3
801,869110000,128,-3
802,870070000,124,-4
803,871030000,121,-3
804,871990000,118,-3
805,872950000,115,-3
806,873910000,112,-3
807,874870000,109,-3
808,875830000,106,-3
809,876790000,103,-3
810,877750000,100,-3
811,878710000,97,-3
812,879670000,93,-4
813,880630000,90,-3
814,881590000,88,-2
815,882550000,85,-3
816,883510000,82,-3
817,884470000,79,-3
818,885430000,76,-3
819,886390000,73,-3
820,887350000,70,-3
821,888310000,67,-3
822,889270000,65,-2
823,890230000,62,-3
824,891190000,59,-3
825,892150000,57,-2
826,893110000,54,-3
827,894070000,52,-2
828,895030000,49,-3
829,895990000,47,-2
830,896950000,44,-3
831,897910000,42,-2
832,898870000,40,-2
833,899830000,37,-3
834,900790000,35,-2
835,901750000,33,-2
836,902710000,31,-2
837,903670000,29,-2
838,904630000,27,-2
839,905590000,25,-2
840,906550000,23,-2
841,907510000,21,-2
842,908470000,20,-1
843,909430000,18,-2
844,910390000,17,-1
845,911350000,15,-2
846,912310000,14,-1
847,913270000,12,-2
848,914230000,11,-1
849,915190000,10,-1
850,916150000,9,-1
851,917110000,7,-2
852,918070000,6,-1
853,919030000,5,-1
854,920950000,4,-1
855,921910000,3,-1
856,922870000,2,-1
857,924790000,1,-1
858,927670000,0,-1
859,934390000,1,1
860,937270000,2,1
861,939190000,3,1
862,940150000,4,1
863,941110000,5,1
864,943030000,6,1
865,943990000,7,1
866,944950000,9,2
867,945910000,10,1
868,946870000,11,1
869,947830000,12,1
870,948790000,14,2
871,949750000,15,1
872,950710000,17,2
873,951670000,18,1
874,952630000,20,2
875,953590000,21,1
876,954550000,23,2
877,955510000,25,2
878,956470000,27,2
879,957430000,29,2
880,958390000,31,2
881,959350000,33,2
882,960310000,35,2
883,961270000,37,2
884,962230000,40,3
885,963190000,42,2
886,964150000,44,2
887,965110000,47,3
888,966070000,49,2
889,967030000,52,3
890,967990000,54,2
891,968950000,57,3
892,969910000,59,2
893,970870000,62,3
894,971830000,65,3
895,972790000,67,2
896,973750000,70,3
897,974710000,73,3
898,975670000,76,3
899,976630000,79,3
900,977590000,82,3
901,978550000,85,3
902,979510000,88,3
903,980470000,90,2
904,981430000,93,3
905,982390000,97,4
906,983350000,100,3
907,984310000,103,3
908,985270000,106,3
909,986230000,109,3
910,987190000,112,3
911,988150000,115,3
912,989110000,118,3
913,990070000,121,3
914,991030000,124,3
915,991990000,128,4
916,992950000,131,3
917,993910000,134,3
918,994870000,137,3
919,995830000,140,3
920,996790000,143,3
921,997750000,146,3
922,998710000,149,3
923,999670000,152,3
